injury_body_part,rotoworld_id,full_name,news_updated,number,active,birth_country,practice_participation,depth_chart_position,practice_description,team,birth_state,player_id,status,pandascore_id,depth_chart_order,college,yahoo_id,injury_start_date,oddsjam_id,fantasy_data_id,opta_id,swish_id,height,team_abbr,espn_id,hashtag,birth_city,rotowire_id,sport,competitions,high_school,fantasy_positions,last_name,gsis_id,injury_status,search_rank,search_full_name,team_changed_at,weight,search_first_name,sportradar_id,search_last_name,position,years_exp,age,birth_date,first_name,stats_id,injury_notes,metadata.channel_id,metadata.rookie_year,metadata.years_exp_shift,metadata,metadata.source_id,metadata.override_active,metadata.injury_override_regular_2020_5,metadata.injury_override_regular_2024_6,metadata.name,metadata.injury_override_regular_2024_11,metadata.injury_override_regular_2024_3,metadata.injury_override_regular_2020_1,metadata.injury_override_regular_2021_3,metadata.injury_override_off_2021_0,metadata.injury_override_off_2025_0,metadata.injury_override_off_2025_1,metadata.injury_override_regular_2024_7,metadata.injury_override_regular_2024_10,metadata.injury_override_regular_2024_14,metadata.injury_override_regular_2024_12,metadata.injury_override_regular_2024_15,metadata.injury_override_regular_2020_8,metadata.injury_override_regular_2022_1,metadata.injury_override_regular_2021_1,metadata.injury_override_regular_2020_10,metadata.injury_override_post_2024_3,metadata.injury_override_regular_2024_9,metadata.injury_override_regular_2024_4,metadata.injury_override_regular_2021_4,metadata.injury_override_regular_2024_8,metadata.injury_override_regular_2024_17,metadata.injury_override_regular_2024_13
,,Alex Ellis,1658882425419.0,36.0,True,,,,,,,3824,Active,,,Tennessee,29944.0,,,18642.0,,607400.0,76,,2577731.0,#alexellis-NFL-FA-36,,11397.0,nfl,[],Delmar (DE),['TE'],Ellis,00-0032864,,9999999.0,alexellis,,240,alex,81fb7fa0-7ad9-4ef4-bc33-9df9574714e5,ellis,TE,6.0,29.0,1993-02-10,Alex,607400.0,,1116852909594640384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ben Skowronek,1741915531361.0,15.0,True,,,SWR,,PIT,,7757,Active,,7.0,Notre Dame,,,B1A9D72AED2E,,,920944.0,75,,,#benskowronek-NFL-PIT-15,,15467.0,nfl,[],Homestead (IN),['WR'],Skowronek,,,688.0,benskowronek,,224,ben,5521ba64-e615-4d50-b9bf-490498571ac7,skowronek,WR,4.0,28.0,1997-06-27,Ben,,,1113708784955453440,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stevie Scott,1693351504247.0,49.0,True,,,,,,,7904,Active,,,Indiana,,,,,,1126283.0,73,,,#steviescott-NFL-FA-49,,15394.0,nfl,[],Christian Brothers (NY),['RB'],Scott,,,367.0,steviescott,,231,stevie,01968dcc-836d-4a44-8953-cfff01e9fbee,scott,RB,2.0,23.0,2000-05-13,Stevie,,,1116853432662097920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,9669.0,Aaron Lynch,1603746638469.0,59.0,True,,,,,,,2259,Inactive,,,South Florida,27678.0,,,16670.0,,,77,,16941.0,#aaronlynch-NFL-FA-59,,9345.0,nfl,[],Island Coast (FL),"['DL', 'LB']",Lynch,00-0030993,,843.0,aaronlynch,,285,aaron,df4d7b62-ef37-494b-b068-f319ad336bbb,lynch,LB,8.0,28.0,1993-03-08,Aaron,592909.0,,1116852789562048512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jack Tabb,,80.0,False,,,,,,,2950,Inactive,,,North Carolina,28766.0,,,17422.0,,,"6'3""",,,#jacktabb-NFL-FA-80,,10670.0,nfl,[],,['TE'],Tabb,,,9999999.0,jacktabb,,240,jack,cde8e668-cee1-4e1d-9a32-ce1a93b41a85,tabb,TE,2.0,25.0,1992-07-29,Jack,605766.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Colton Theaker,,,True,,,,,,,12404,Active,,,Washington State,,,,,,,75,,,#coltontheaker-NFL-FA,,,nfl,[],Arroyo Grande (CA),['K'],Theaker,,,9999999.0,coltontheaker,,199,colton,86d6e7d0-1133-11ef-a55f-bf2694d9fd66,theaker,K,1.0,,,Colton,,,1113708730689548288,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Stone Smartt,1741914930998.0,84.0,True,,,TE,,NYJ,,8583,Active,,2.0,Old Dominion,,,871B45F7F1D0,,,1056865.0,76,,,#stonesmartt-NFL-NYJ-84,,16321.0,nfl,[],Del Oro (CA),['TE'],Smartt,,,468.0,stonesmartt,,226,stone,6ee105f0-ca2e-11ec-be96-e90abdfa0fef,smartt,TE,3.0,26.0,1998-10-04,Stone,,,1113708691015626752,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Darrell Daniels,1697922358217.0,86.0,True,,,,,,,4323,Active,,,Washington,30523.0,,C355D23DA66C,19176.0,,747895.0,75,,3052166.0,#darrelldaniels-NFL-FA-86,,11890.0,nfl,[],Freedom (CA),['TE'],Daniels,00-0033258,,358.0,darrelldaniels,,256,darrell,7574eb56-a34a-419e-9682-c4788cfe2019,daniels,TE,6.0,28.0,1994-11-22,Darrell,747895.0,,1116852951403462656,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Bryan Hudson,,60.0,True,,,OL,,NYG,,12131,Active,,,Louisville,,,F4F49D16019C,,,1176122.0,77,,,#bryanhudson-NFL-NYG-60,,,nfl,[],Scott County (KY),['OL'],Hudson,,,9999999.0,bryanhudson,,305,bryan,e92bd7c0-07be-11ef-8acd-b170ddeb1ce6,hudson,OL,1.0,24.0,2001-01-11,Bryan,,,1113708815389323264,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Dymonte Thomas,1578763520308.0,35.0,False,,,,,,,4591,Inactive,,,Michigan,30825.0,,,19478.0,,,74,,3045206.0,#dymontethomas-NFL-FA-35,,12474.0,nfl,[],Marlington (OH),['DB'],Thomas,00-0033675,,9999999.0,dymontethomas,,199,dymonte,7e408bdc-df1a-44bf-878e-8cc790c40a3e,thomas,FS,5.0,28.0,1993-11-30,Dymonte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Dorian Johnson,1566409809096.0,0.0,False,,,,,,,4154,Inactive,,,Pittsburgh,30228.0,,,19000.0,,,77,,3045153.0,#dorianjohnson-NFL-FA-0,,12200.0,nfl,[],Belle Vernon Area (PA),['OL'],Johnson,00-0033942,,9999999.0,dorianjohnson,,305,dorian,3671d5fb-6f0b-4582-8007-0265a66cf2c1,johnson,G,5.0,27.0,1994-10-21,Dorian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Alek Torgersen,1525729201052.0,9.0,False,,,,,,,4307,Active,,,Pennsylvania,30466.0,,,19156.0,,,"6'2""",,3049779.0,#alektorgersen-NFL-FA-9,,12488.0,nfl,[],Edison (CA),['QB'],Torgersen,,,9999999.0,alektorgersen,,229,alek,759a8d3b-5697-4be4-9369-8940b44553bc,torgersen,QB,4.0,26.0,1995-01-13,Alek,784990.0,,,,,,,false,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Alfahiym Walcott,,,True,,,,,,,12002,Active,,,Arkansas,,,,,,,74,,,#alfahiymwalcott-NFL-FA,,,nfl,[],Butler (KS),['DB'],Walcott,,,9999999.0,alfahiymwalcott,,210,alfahiym,80e66e60-0709-11ef-bb28-a7c416c5d86e,walcott,DB,1.0,,,Alfahiym,,,1113708756887171072,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Kyle Spalding,,60.0,True,,,,,,,7937,Active,,,San Diego State,,,,,,,78,,,#kylespalding-NFL-FA-60,,,nfl,[],McKinleyville,['OL'],Spalding,,,,kylespalding,,305,kyle,c44ee7df-a1fb-4fe3-a853-2c34f4e52297,spalding,OL,1.0,23.0,1998-08-08,Kyle,,,1116853438873862144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11410.0,Charone Peake,1588021862005.0,17.0,False,,,,,,,3396,Inactive,,,Clemson,29475.0,,,18157.0,,,74,,2576498.0,#charonepeake-NFL-FA-17,,11001.0,nfl,[],Dorman (SC),['WR'],Peake,00-0032959,,1042.0,charonepeake,,209,charone,58ea6518-6fb7-4e5a-a586-7202d4c5f07e,peake,WR,6.0,29.0,1992-10-16,Charone,602104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3504.0,Nick Novak,1519417801596.0,9.0,False,,,,,,,168,Inactive,,,Maryland,7505.0,,,4354.0,,,"6'0""",,9329.0,#nicknovak-NFL-FA-9,,4661.0,nfl,[],Albemarle (VA),['K'],Novak,00-0023096,,9999999.0,nicknovak,,198,nick,47cfc2a1-2b81-430e-8b30-ff5129e5c601,novak,K,15.0,39.0,1981-08-21,Nick,151828.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3947.0,Kyle Williams,1546007706398.0,0.0,False,,,,,,,94,Injured Reserve,,,Louisiana State,7883.0,,,2550.0,,,73,,9720.0,#kylewilliams-NFL-FA-0,,5152.0,nfl,[],Ruston (LA),['DL'],Williams,00-0024348,,9999999.0,kylewilliams,,303,kyle,57c5c69c-844e-41f1-9985-6fc178cee514,williams,DT,16.0,38.0,1983-06-10,Kyle,216860.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Miles Frazier,1745698527997.0,71.0,True,,,OL,,DET,,12660,Active,,,LSU,,,A188C252D3D1CCB6,,,,78,,,#milesfrazier-NFL-DET-71,,17874.0,nfl,[],Milford Academy (CT),['OG'],Frazier,,,9999999.0,milesfrazier,,325,miles,9ab1bdad-1be3-4d08-b982-c9e173192a66,frazier,OG,0.0,23.0,2001-09-12,Miles,,,1221956904243175424,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Justin Hamilton,1636240222046.0,79.0,True,,,,,,,2859,Active,,,Louisiana,28771.0,,,17327.0,,608403.0,74,,2574009.0,#justinhamilton-NFL-FA-79,,10592.0,nfl,[],Natchez (MS),['DL'],Hamilton,00-0031636,,9999999.0,justinhamilton,,311,justin,1fb9a153-f1e0-4396-81fd-c3b1d331338f,hamilton,DT,7.0,29.0,1993-07-27,Justin,,,1116852823858872320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8389.0,Giovani Bernard,1682710817762.0,25.0,True,,,,,,,1386,Active,,,North Carolina,26660.0,,,14916.0,,546076.0,69,,15826.0,#giovanibernard-NFL-FA-25,,8622.0,nfl,[],St. Thomas Aquinas (FL),['RB'],Bernard,00-0030456,,9999999.0,giovanibernard,,205,giovani,24cf6148-f0af-4103-a215-e06956764953,bernard,RB,10.0,31.0,1991-11-22,Giovani,546076.0,,1116852735153537024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Kalen DeLoach,1734471322934.0,53.0,True,,,,,,,11990,Active,,,Florida State,,,72E9DA7AA70A,,,1176362.0,73,,,#kalendeloach-NFL-FA-53,,17962.0,nfl,[],Islands (GA),['LB'],DeLoach,,,9999999.0,kalendeloach,,212,kalen,44448a10-0708-11ef-84e4-db58c31b93b5,deloach,LB,1.0,24.0,2000-11-28,Kalen,,,1113708728948912128,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jalen Jelks,1727214028291.0,57.0,True,,,,,,,5935,Active,,,Oregon,32073.0,,,20827.0,,,77,,3122692.0,#jalenjelks-NFL-FA-57,,13807.0,nfl,[],Desert Vista (AZ),['DL'],Jelks, 00-0035314,,9999999.0,jalenjelks,,256,jalen,38bf12bf-5a77-4b2a-9d2a-e63008fe8be1,jelks,DE,3.0,25.0,1996-08-03,Jalen,,,1116853178554384384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Donovan Peoples-Jones,1747329337099.0,14.0,True,,,RWR,,NO,,6824,Active,,9.0,Michigan,32857.0,,AF61C5C907AB,21754.0,,1050234.0,74,,4258195.0,#donovanpeoplesjones-NFL-NO-14,,14457.0,nfl,[],Cass Tech (MI),['WR'],Peoples-Jones,,,376.0,donovanpeoplesjones,,204,donovan,924edb03-29a9-42ae-92dd-ef7e8a498095,peoplesjones,WR,5.0,26.0,1999-02-19,Donovan,,,1113708813669658625,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knee - ACL,,Ka'dar Hollman,1732750860996.0,32.0,True,,,,,,,6222,Active,,,Toledo,32017.0,,1310DBA3D030,21116.0,,871187.0,72,,3916676.0,#kadarhollman-NFL-FA-32,,13729.0,nfl,[],Burlington Township (NJ),['DB'],Hollman, 00-0034990,Questionable,9999999.0,kadarhollman,,196,kadar,ca08b2bc-7fad-4dec-88d9-5f5f9712a830,hollman,DB,6.0,30.0,1994-09-18,Ka'dar,871187.0,Surgery,1113708872012427264,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Daniel Rodriguez,,0.0,True,,,,,,,2817,Active,,,Clemson,29089.0,,,17285.0,,,68,,2983134.0,#danielrodriguez-NFL-FA-0,,,nfl,[],,['WR'],Rodriguez,,,9999999.0,danielrodriguez,,180,daniel,fa1ac661-9b71-4dbd-8321-f3c6a7ec79e6,rodriguez,WR,10.0,37.0,1988-01-08,Daniel,700055.0,,1202954210585346048,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Frank Kearse,,72.0,False,,,,,,,805,Inactive,,,Alabama A&M,25018.0,,,12758.0,,,"6'5""",,14176.0,#frankkearse-NFL-FA-72,,7584.0,nfl,[],Savannah (GA),['DL'],Kearse,,,9999999.0,frankkearse,,310,frank,519b3fe8-6054-48dd-8c34-2517ffcff90d,kearse,DE,9.0,31.0,1988-10-28,Frank,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Colton Schmidt,1543364722046.0,6.0,False,,,,,,,1713,Inactive,,,California-Davis,27459.0,,,15625.0,,,71,,16623.0,#coltonschmidt-NFL-FA-6,,9027.0,nfl,[],Liberty (CA),['P'],Schmidt,00-0030551,,9999999.0,coltonschmidt,,224,colton,ca668ed5-05b3-41da-a3a4-6fa8982968f6,schmidt,P,9.0,31.0,1990-10-27,Colton,515262.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Kaleb Ford-Dement,1723570547849.0,,True,,,,,,,12123,Active,,,Texas State,,,5155527D05DD,,,1165790.0,71,,,#kalebforddement-NFL-FA,,18151.0,nfl,[],Whitehouse (TX),['DB'],Ford-Dement,,,9999999.0,kalebforddement,,178,kaleb,ff603180-075a-11ef-a2b3-55e7ae2101f5,forddement,CB,1.0,25.0,1999-08-17,Kaleb,,,1113708796246519808,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Da'Ron Brown,,81.0,True,,,,,,,2532,Active,,,Northern Illinois,28621.0,,,16992.0,,,72,,2513351.0,#daronbrown-NFL-FA-81,,10498.0,nfl,[],Morgan Park (IL),['WR'],Brown,00-0031960,,9999999.0,daronbrown,,199,daron,e56336e9-0455-4ec1-aefe-b54a4a52c999,brown,WR,7.0,30.0,1991-09-21,Da'Ron,557446.0,,1116852813209534464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,3119.0,Alex Smith,1618934403490.0,0.0,True,,,,,,,268,Injured Reserve,,,Utah,7177.0,,,6739.0,,,76,,8416.0,#alexsmith-NFL-FA-0,,4306.0,nfl,[],Helix (CA),['QB'],Smith,00-0023436,,425.0,alexsmith,,213,alex,2fda010a-8c62-4c07-b601-4ba03f57e6af,smith,QB,17.0,37.0,1984-05-07,Alex,217357.0,,1116852818863456256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jamil Muhammad,,45.0,True,,,LB,,LAR,,13006,Active,,,USC,,,15F95263A774F6D7,,,,73,,,#jamilmuhammad-NFL-LAR-45,,18916.0,nfl,[],James Clemens (AL),['DL'],Muhammad,,,9999999.0,jamilmuhammad,,260,jamil,648d7620-254c-11f0-85e6-ad6d4b9a9b15,muhammad,DE,0.0,,,Jamil,,,1223089395851067392,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Julian Vandervelde,,61.0,False,,,,,,,792,Inactive,,,Iowa,,,,12718.0,,,"6'2""",,14127.0,#julianvandervelde-NFL-FA-61,,7586.0,nfl,[],Central (IA),['OL'],Vandervelde,,,9999999.0,julianvandervelde,,300,julian,84dd5076-eeb2-4ec4-be37-43194b37b164,vandervelde,G,9.0,32.0,1987-10-07,Julian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Chris Blewitt,1651519571350.0,12.0,True,,,,,,,6192,Active,,,Pittsburgh,31819.0,,,21093.0,,742386.0,69,,3045141.0,#chrisblewitt-NFL-FA-12,,13896.0,nfl,[],West Potomac (VA),['K'],Blewitt,,,675.0,chrisblewitt,,195,chris,d2be306a-9244-42f7-a3f6-46595f59f850,blewitt,K,3.0,27.0,1995-05-02,Chris,,,1116853214621204480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Robert Malone,,3.0,False,,,,,,,746,Inactive,,,Fresno State,24482.0,,,12391.0,,,"6'2""",,13408.0,#robertmalone-NFL-FA-3,,,nfl,[],,['P'],Malone,,,9999999.0,robertmalone,,215,robert,2c406098-5772-4183-8698-ed0787bf8bf2,malone,P,3.0,29.0,1988-02-04,Robert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illness,,Frank Crum,1736634351065.0,73.0,True,,,OL,,DEN,,12110,Active,,,Wyoming,,,097597CF2F41,,,1117111.0,79,,,#frankcrum-NFL-DEN-73,,18007.0,nfl,[],Laramie (WY),['OT'],Crum,,Questionable,9999999.0,frankcrum,,315,frank,dcb90680-0731-11ef-9d4c-f327158ee94e,crum,OT,0.0,25.0,2000-05-14,Frank,,,1113708828253253632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5328.0,Roy Miller,1530569701243.0,98.0,False,,,,,,,689,Inactive,,,Texas,9345.0,,,12056.0,,,"6'2""",,12698.0,#roymiller-NFL-FA-98,,6156.0,nfl,[],Shoemaker (TX),['DL'],Miller,,,9999999.0,roymiller,,318,roy,2678c1f7-f4ee-4f6b-83c4-4fe5a1e0a0f4,miller,DT,11.0,33.0,1987-07-09,Roy,300512.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,11561.0,Byron Marshall,1573064721944.0,40.0,False,,,,,,,3491,Inactive,,,Oregon,29680.0,,,18256.0,,,69,,2971289.0,#byronmarshall-NFL-FA-40,,11125.0,nfl,[],Valley Christian (CA),['RB'],Marshall,00-0032964,,9999999.0,byronmarshall,,225,byron,5274fac8-fa34-46fa-ac4d-7b58bb84999f,marshall,RB,6.0,27.0,1994-02-13,Byron,689726.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Tevaun Smith,1536333601993.0,17.0,False,,,,,,,3583,Inactive,,,Iowa,29612.0,,,18362.0,,,74,,2979507.0,#tevaunsmith-NFL-FA-17,,11202.0,nfl,[],Kent School (CT),['WR'],Smith,00-0032358,,9999999.0,tevaunsmith,,205,tevaun,331daf6e-84ba-4944-b956-05c8f4bd4663,smith,WR,6.0,28.0,1993-01-30,Tevaun,691801.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Kahlil McKenzie,1637621729561.0,69.0,True,,,,,,,5327,Active,,,Tennessee,31168.0,,,20027.0,,877221.0,75,,3915388.0,#kahlilmckenzie-NFL-FA-69,,12571.0,nfl,[],Clayton Valley (CA),"['DL', 'OL']",McKenzie,00-0034731,,9999999.0,kahlilmckenzie,,345,kahlil,e738f88d-6a49-4efd-b53e-d031bc8c5772,mckenzie,DT,5.0,26.0,1997-01-03,Kahlil,,,1116853087772868608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,10323.0,Steve Spagnuolo,1548370524240.0,0.0,False,,,,,,,3119,Inactive,,,,,,,17873.0,,,,,,#stevespagnuolo-NFL-FA-0,,,nfl,[],,,Spagnuolo,,,9999999.0,stevespagnuolo,,,steve,,spagnuolo,,0.0,,,Steve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Landon Turner,1566405307738.0,67.0,False,,,,,,,3507,Inactive,,,North Carolina,29863.0,,,18273.0,,,76,,2577115.0,#landonturner-NFL-FA-67,,10965.0,nfl,[],Harrisonburg (VA),['OL'],Turner,00-0032879,,9999999.0,landonturner,,325,landon,e710f662-a7ba-4a95-a5c8-982519ecb2ed,turner,G,6.0,28.0,1993-05-15,Landon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jeff Thomas,1599312656175.0,0.0,True,,,,,,,7076,Inactive,,,Miami,33022.0,,,21715.0,,,70,,4240626.0,#jeffthomas-NFL-FA-0,,14382.0,nfl,[],East St. Louis (IL),['WR'],Thomas,,,1776.0,jeffthomas,,180,jeff,a80ccad9-4e50-4796-955e-0278f0c9bd2f,thomas,WR,2.0,24.0,1997-06-17,Jeff,,,1116853330149113856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Beau Benzschawel,1641247558518.0,68.0,True,,,,,,,5932,Active,,,Wisconsin,32450.0,,,21030.0,,836182.0,78,,3121537.0,#beaubenzschawel-NFL-FA-68,,13580.0,nfl,[],Grafton (WI),"['OG', 'OL']",Benzschawel, 00-0035323,,9999999.0,beaubenzschawel,,300,beau,d6ac9c49-ef2f-44be-a5df-dc57ce23fcc9,benzschawel,G,3.0,27.0,1995-09-10,Beau,,,1116853178155925504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jonathon Mincy,,31.0,True,,,,,,,2625,Inactive,,,Auburn,29027.0,,,17093.0,,,70,,2516019.0,#jonathonmincy-NFL-FA-31,,,nfl,[],Southwest DeKalb,['DB'],Mincy,00-0031978,NA,9999999.0,jonathonmincy,,199,jonathon,5f06c995-7b1c-4da1-8bce-5ab5f63a901d,mincy,FS,7.0,29.0,1992-09-05,Jonathon,,,1116852817168957440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4503.0,Pierre Thomas,,39.0,False,,,,,,,34,Inactive,,,Illinois,8561.0,,,957.0,,,"5'11""",,10713.0,#pierrethomas-NFL-FA-39,,5517.0,nfl,[],TF South (IL),['RB'],Thomas,,,9999999.0,pierrethomas,,215,pierre,e2782d05-3e61-4c4f-93a6-70eed054e5ba,thomas,RB,13.0,35.0,1984-12-18,Pierre,215734.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Zion Bowens,1693240848010.0,84.0,True,,,,,,,11159,Active,,,Hawai'i,,,,,,1229022.0,73,,,#zionbowens-NFL-FA-84,,17246.0,nfl,[],Long Beach Polytechnic (CA),['WR'],Bowens,,,461.0,zionbowens,,185,zion,46a2daf0-e8eb-11ed-96b8-55e57d936c8e,bowens,WR,1.0,24.0,1999-08-17,Zion,,,1116852658125144064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ankle,,Jon Runyan,1750113320093.0,76.0,True,,,OL,,NYG,,6980,Active,,,Michigan,32862.0,,0B45C50CC128,22040.0,,883097.0,76,,3929936.0,#jonrunyan-NFL-NYG-76,,14471.0,nfl,[],St. Joseph's Prep (PA),['OL'],Runyan,,Questionable,9999999.0,jonrunyan,,307,jon,13bbc7df-2a25-44db-a79a-89ba6c1ac009,runyan,G,5.0,27.0,1997-08-08,Jon,,Surgery,1113708673890283520,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Alec Ingold,1739811639979.0,30.0,True,,,RB,,MIA,,6109,Active,,5.0,Wisconsin,32344.0,,C4E6B26006B2,20819.0,,880322.0,73,,3917668.0,#alecingold-NFL-MIA-30,,13806.0,nfl,[],Bay Port (WI),['RB'],Ingold, 00-0035125,,999.0,alecingold,,232,alec,7ade135c-0760-4548-b7d9-cf1174e2be33,ingold,FB,6.0,28.0,1996-07-09,Alec,880322.0,,1113708737907945472,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Zach Colvin,,77.0,False,,,RDT,,,,3939,Inactive,,3.0,Bowling Green,30069.0,,,18772.0,,,"6'3""",,,#zachcolvin-NFL-FA-77,,11660.0,nfl,[],,['DL'],Colvin,,,9999999.0,zachcolvin,,293,zach,,colvin,DT,0.0,25.0,1993-01-23,Zach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,8415.0,Justin Hunter,1566590435427.0,11.0,False,,,,,,,1418,Inactive,,,Tennessee,26657.0,,,14978.0,,,76,,15845.0,#justinhunter-NFL-FA-11,,8618.0,nfl,[],Ocean Lakes (VA),['WR'],Hunter,00-0030521,,9999999.0,justinhunter,,203,justin,f636d7ce-05f9-43d7-b63f-351acb5c2a70,hunter,WR,9.0,30.0,1991-05-20,Justin,542833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,14077.0,Johnathan Abram,1729639505569.0,24.0,True,,,,,,,5860,Active,,,Mississippi State,31859.0,,3531DC54F211,20731.0,,871364.0,71,,3728305.0,#johnathanabram-NFL-FA-24,,13546.0,nfl,[],East Marion (MS),['DB'],Abram, 00-0035693,,9999999.0,johnathanabram,,205,johnathan,26b6ac3e-facf-48eb-ae5b-afd30b2544b2,abram,DB,5.0,27.0,1996-10-25,Johnathan,,,1113708682769625088,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ryan Carrethers,,90.0,False,,,,,,,2043,Inactive,,,Arkansas State,27693.0,,,16335.0,,,"6'1""",,16851.0,#ryancarrethers-NFL-FA-90,,9399.0,nfl,[],Brentwood Academy (TN),['DL'],Carrethers,,,9999999.0,ryancarrethers,,333,ryan,d6295fde-7c53-4b70-b924-45762e90e3c8,carrethers,NT,6.0,29.0,1991-02-26,Ryan,499445.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Jeremy Clark,1567486514210.0,23.0,False,,,,,,,4261,Inactive,,,Michigan,30311.0,,,19107.0,,,75,,2977613.0,#jeremyclark-NFL-FA-23,,12241.0,nfl,[],Madisonville North Hopkins (KY),['DB'],Clark,00-0033520,,9999999.0,jeremyclark,,220,jeremy,e055cf84-9602-468a-a960-5240cab53aff,clark,FS,5.0,27.0,1994-06-29,Jeremy,696123.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Ekow Boye-Doe,,35.0,True,,,DB,,ARI,,11448,Active,,,Kansas State,,,EDE5812EF913,,,1129494.0,72,,,#ekowboyedoe-NFL-ARI-35,,17632.0,nfl,[],Lawrence (KS),['DB'],Boye-Doe,,,9999999.0,ekowboyedoe,,177,ekow,5f091f10-f32b-11ed-9d12-bd505e814068,boyedoe,CB,2.0,25.0,1999-11-04,Ekow,,,1113708749333229568,2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Nate Iese,,48.0,True,,,,,,,4803,Active,,,UCLA,30925.0,,,19718.0,,,75,,2971581.0,#nateiese-NFL-FA-48,,,nfl,[],Sheldon,['TE'],Iese,,,9999999.0,nateiese,,242,nate,b25cb6c6-4a02-4cd8-ae91-c98658f31f4c,iese,TE,5.0,27.0,1994-09-25,Nate,691039.0,,1116853024057196544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,5267.0,Connor Barwin,1571115644925.0,53.0,False,,,,,,,371,Inactive,,,Cincinnati,9310.0,,,8565.0,,,76,,12449.0,#connorbarwin-NFL-FA-53,,6074.0,nfl,[],University of Detroit Jesuit (MI),['LB'],Barwin,00-0027022,,9999999.0,connorbarwin,,255,connor,9f98ec9c-fac4-48f2-996c-9c7558f64221,barwin,LB,13.0,35.0,1986-10-15,Connor,285191.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
